String,Applicant,Website,Location,Region,Primary Contact,Email,IDN?,A-Label,English Meaning,Script Code,Community?,Geographic?,Application ID
ACTOR,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-99377
ADAC,Allgemeiner Deutscher Automobil-Club e.V. (ADAC),http://www.adac.de,DE,EUR,Mr. Manolito Utech,mano1.utech@zentrale.adac.de,--,--,--,--,Yes,--,1-1031-24651
ADS,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact9@google.com,--,--,--,--,--,--,1-1680-21285
ADULT,ICM Registry AD LLC,http://icmregistryad.com,US,NA,Mr. Stuart Lawley,stuart@lawley.com,--,--,--,--,--,--,1-1107-2377
AEG,Aktiebolaget Electrolux,http://www.electrolux.com,SE,EUR,Mr. Carl Otto Wendt,carl.wendt@electrolux.se,--,--,--,--,--,--,1-1955-15449
AETNA,Aetna Life Insurance Company,http://www.aetna.com,US,NA,Ms. Cheri Sullivan,SullivanC2@AETNA.com,--,--,--,--,--,--,1-1850-74225
AFAMILYCOMPANY,"Johnson Shareholdings, Inc.",,US,NA,Joshua Bourne,Bourne.SC@fairwindspartners.com,--,--,--,--,--,--,1-1248-76254
AFL,Australian Football League,http://www.afl.com.au,AU,AP,Mr. Simon Clarke,simon.clarke@afl.com.au,--,--,--,--,--,--,1-1816-41150
AFRICA,UniForum SA (NPC) trading as Registry.Africa,http://www.AfricaInOneSpace.org,ZA,AF,Mr. Neil Duncan Dundas,ndundas@registry.net.za,--,--,--,--,--,Yes,1-1243-89583
AFRICAMAGIC,Electronic Media Network Limited (M-Net),http://www.mnet.co.za,ZA,AF,Gretchen Olive,cscngtlds1@cscinfo.com,--,--,--,--,--,--,1-1842-12883
AGAKHAN,Fondation Aga Khan (Aga Khan Foundation),Http://www.akdn.org,CH,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-32567
AGENCY,"Steel Falls, LLC",,US,NA,Daniel Schindler,steelfalls@donuts.co,--,--,--,--,--,--,1-1339-13106
AIG,"American International Group, Inc.",http://www.aig.com,US,NA,Joshua Bourne,Bourne.AG@fairwindspartners.com,--,--,--,--,--,--,1-1700-54316
AIGO,"aigo Digital Technology Co,Ltd.",http://en.aigo.com/,CN,AP,Ms. qing peng,aigo-icann@hichina.com,--,--,--,--,--,--,1-942-46156
AIRBUS,Airbus S.A.S.,http://www.airbus.com,FR,EUR,Mr. Laurent Fradin,Laurent.l.fradin@airbus.com,--,--,--,--,--,--,1-1671-14472
AIRFORCE,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-29190
AIRTEL,Bharti Airtel Limited,http://www.airtel.in,IN,AP,Ms. Anubha Sharma,anubha.sharma@bharti.in,--,--,--,--,--,--,1-1285-61415
AKDN,Fondation Aga Khan (Aga Khan Foundation),Http://www.akdn.org,CH,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-36598
ALCON,"Alcon Laboratories, Inc.",http://www.alcon.com,US,NA,Ms. Elisa Cooper,ecooper9@markmonitor.com,--,--,--,--,--,--,1-1959-92494
ALFAROMEO,"Fiat S.p.A. (""società per azioni"")",http://www.fiatspa.com,IT,EUR,Gretchen Olive,cscngtlds47@cscinfo.com,--,--,--,--,--,--,1-2068-239
ALIBABA,Alibaba Group Holding Limited,http://news.alibaba.com/specials/aboutalibaba/aligroup/index.html,KY,EUR,Ms. Qing Peng,alibaba-icann@hichina.com,--,--,--,--,--,--,1-1092-9273
ALIPAY,Alibaba Group Holding Limited,http://news.alibaba.com/specials/aboutalibaba/aligroup/index.html,KY,EUR,Ms. Qing Peng,alipay-icann@hichina.com,--,--,--,--,--,--,1-1093-81854
ALLFINANZ,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft,http://www.allfinanz-dvag.com,DE,EUR,Mr. Jannik Skou,allfinanz@thomsentrampedach.com,--,--,--,--,--,--,1-903-89627
ALLFINANZBERATER,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft,http://www.allfinanz-dvag.com,DE,EUR,Mr. Jannik Skou,allfinanz@thomsentrampedach.com,--,--,--,--,--,--,1-903-23146
ALLFINANZBERATUNG,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft,http://www.allfinanz-dvag.com,DE,EUR,Mr. Jannik Skou,allfinanz@thomsentrampedach.com,--,--,--,--,--,--,1-903-86203
ALLSTATE,Allstate Fire and Casualty Insurance Company,,US,NA,Mr. Philip Lodico,lodico.al@fairwindspartners.com,--,--,--,--,--,--,1-1191-71962
ALLY,Ally Financial Inc.,http://www.ally.com,US,NA,Gretchen Olive,allynewgtlds@cscinfo.com,--,--,--,--,--,--,1-1963-65104
ALSACE,REGION D ALSACE,http://www.region-alsace.eu,FR,EUR,Mr. Benjamin Louis,tld.alsace@sdv.fr,--,--,--,--,--,Yes,1-1825-82923
ALSTOM,ALSTOM,http://www.alstom.com,FR,EUR,Ms. Elaine Sandra West,elaine.west-registrar@chq.alstom.com,--,--,--,--,--,--,1-1135-17943
AMAZON,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-58086
AMERICANEXPRESS,"American Express Travel Related Services Company, Inc.",,US,NA,Philip Lodico,lodico.ax@fairwindspartners.com,--,--,--,--,--,--,1-1305-84307
AMERICANFAMILY,"AmFam, Inc.",http://www.amfam.com,US,NA,Joshua Bourne,Bourne.AM@fairwindspartners.com,--,--,--,--,--,--,1-1268-37828
AMEX,"American Express Travel Related Services Company, Inc.",,US,NA,Philip Lodico,lodico.ax@fairwindspartners.com,--,--,--,--,--,--,1-1305-26511
AMFAM,"AmFam, Inc.",http://www.amfam.com,US,NA,Joshua Bourne,Bourne.AM@fairwindspartners.com,--,--,--,--,--,--,1-1268-70134
AMICA,Amica Mutual Insurance Company,http://www.amica.com,US,NA,Craig Phelps,cphelps@amica.com,--,--,--,--,--,--,1-1292-16149
AMP,AMP Limited,http://www.amp.com.au,AU,AP,Michael Rodenbaugh,instratld3@rodenbaugh.com,--,--,--,--,--,--,1-1709-77926
AMSTERDAM,Gemeente Amsterdam,http://www.amsterdam.nl,NL,EUR,Mr. Egbert Evert Wolf,e.wolf@amsterdam.nl,--,--,--,--,--,Yes,1-1322-54903
ANALYTICS,Campus IP LLC,,US,NA,Joshua Bourne,Bourne.SA@fairwindspartners.com,--,--,--,--,--,--,1-1323-15308
AND,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact6@google.com,--,--,--,--,--,--,1-1142-43609
ANDROID,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact10@google.com,--,--,--,--,--,--,1-1681-35565
ANQUAN,QIHOO 360 TECHNOLOGY CO. LTD.,http://www.360.cn,CN,AP,Mr. Xiaohong Shi,newgtld@360.cn,--,--,--,--,--,--,1-974-71991
ANSONS,CBM Creative Brands Marken GmbH,,CH,EUR,Mr. Carsten Schaal,Carsten.Schaal@ansons.de,--,--,--,--,--,--,1-1137-82169
ANTHEM,"WellPoint, Inc.",http://www.wellpoint.com,US,NA,Lorna Gradden,lorna.gradden.we@valideus.com,--,--,--,--,--,--,1-1148-6505
ANTIVIRUS,Symantec Corporation,,US,NA,Philip Lodico,lodico.sm@fairwindspartners.com,--,--,--,--,--,--,1-1027-34295
ANZ,Australia and New Zealand Banking Group Limited,http://www.anz.com,AU,AP,Wing Hong Cheung,Wing.Cheung@anz.com,--,--,--,--,--,--,1-1814-82061
AOL,AOL Inc.,http://corp.aol.com,US,NA,Ms. Allison Groff Olmsted,allison.olmsted@teamaol.com,--,--,--,--,--,--,1-1304-6257
APARTMENTS,"June Maple, LLC",,US,NA,Daniel Schindler,junemaple@donuts.co,--,--,--,--,--,--,1-1341-21066
APARTMENTS,"DERApartments, LLC",,US,NA,Guy R Friddell III,gfridelltld@dominionenterprises.com,--,--,--,--,--,--,1-909-9646
APP,.APP REGISTRY INC.,,KY,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-7451
APP,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact3@google.com,--,--,--,--,--,--,1-1138-33325
APP,dot App Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas10@famousfourmedia.com,--,--,--,--,--,--,1-1182-25681
APP,Webera Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,webera@radixregistry.com,--,--,--,--,--,--,1-1289-59445
APP,NU DOT CO LLC,,US,NA,Jose Ignacio Rasco,r@straat.co,--,--,--,--,--,--,1-1296-33564
APP,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-63009
APP,"Lone Maple, LLC",,US,NA,Daniel Schindler,lonemaple@donuts.co,--,--,--,--,--,--,1-1343-89689
APP,Dot App LLC,http://dotapp.me,US,NA,Michael Daniel Jensen,mdjensen@gmail.com,--,--,--,--,--,--,1-1778-4598
APP,DotApp Inc.,http://www.dotappcommunity.org,US,NA,Mr. Jonas Bylund,macpaw-app@sedari.com,--,--,--,--,--,--,1-1815-5857
APP,"TRI Ventures, Inc.",http://aquent.com,US,NA,Mr. Salil Jayant Darji,sdarji@litl.com,--,--,--,--,--,--,1-2039-18233
APP,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-39920
APP,Merchant Law Group LLP,,CA,NA,Mr. Brendon James Ralfe,bralfe@merchantlaw.com,--,--,--,--,--,--,1-875-87230
APP,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-15180
APPLE,Apple Inc.,http://www.apple.com,US,NA,Gretchen Olive,applenewgtlds@cscinfo.com,--,--,--,--,--,--,1-1772-3875
AQUARELLE,Aquarelle.com,http://www.aquarelle.com,FR,EUR,Mr. Nicolas Aubin,naubin@universalflower.com,--,--,--,--,--,--,1-1685-37800
AQUITAINE,Région d’Aquitaine,http://aquitaine.fr/,FR,EUR,Ms. Marie-Laure Leglu,tas-aquitaine@tic.aquitaine.fr,--,--,--,--,--,Yes,1-1826-69911
ARAB,League of Arab States,http://www.arableagueonline.org,EG,AF,Mr. Mohammed At-Twaijri,aTLDcontact@las.int,--,--,--,--,--,--,1-1346-3935
ARAMCO,Aramco Services Company,http://www.aramcoservices.com,US,NA,Cory Jones,cory.jones@aramco.us,--,--,--,--,--,--,1-2034-17082
ARCHI,STARTING DOT,http://www.startingdot.com,FR,EUR,Mr. Godefroy Jordan,startingdot@jwgroupe.com,--,--,--,--,Yes,--,1-1000-49620
ARCHITECT,"Spring Frostbite, LLC",,US,NA,Daniel Schindler,springfrostbite@donuts.co,--,--,--,--,--,--,1-1342-7920
ARE,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact11@google.com,--,--,--,--,--,--,1-1682-79898
ARMY,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-29986
ART,.ART REGISTRY INC.,,KY,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-98331
ART,"Top Level Design, LLC",,US,NA,Mr. Raymond King,raymondking@gmail.com,--,--,--,--,--,--,1-1086-100
ART,"Dadotart, Inc.",,US,NA,Joshua Wattles,josh@deviantart.com,--,--,--,--,Yes,--,1-1097-20833
ART,UK Creative Ideas Limited,,IM,EUR,Mr. Christopher John Glancy,cglancy@whitecase.com,--,--,--,--,--,--,1-1211-27884
ART,"Baxter Tigers, LLC",,US,NA,Daniel Schindler,baxtertigers@donuts.co,--,--,--,--,--,--,1-1344-70608
ART,"EFLUX.ART, LLC",http://www.e-flux.com/,US,NA,Mr. Anton Vidokle,avidokle@e-flux.com,--,--,--,--,Yes,--,1-1675-51302
ART,Aremi Group S.A.,,LU,EUR,Mr. Brian Winterfeldt,bwinterfeldt@steptoe.com,--,--,--,--,--,--,1-1844-98392
ART,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-66616
ART,Merchant Law Group LLP,,CA,NA,Mr. Brendon James Ralfe,bralfe@merchantlaw.com,--,--,--,--,--,--,1-875-17602
ART,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-15036
ARTE,Association Relative à la Télévision Européenne G.E.I.E.,http://www.arte.tv,FR,EUR,Axel Bussek,a.bussek@arte.tv,--,--,--,--,--,--,1-1882-68650
ASDA,"Wal-Mart Stores, Inc.",,US,NA,Joshua Bourne,bourne.wm@fairwindspartners.com,--,--,--,--,--,--,1-1244-58324
ASSOCIATES,"Baxter Hill, LLC",,US,NA,Daniel Schindler,baxterhill@donuts.co,--,--,--,--,--,--,1-1345-27582
ASTRIUM,Astrium SAS,http://www.astrium.eads.net,FR,EUR,Mr. Thierry Frédéric Jean Marie Collin,thierry.collin@astrium.eads.net,--,--,--,--,--,--,1-2037-97318
ATHLETA,"The Gap, Inc.",http://www.gap.com,US,NA,Mr. Philip Lodico,lodico.gp@fairwindspartners.com,--,--,--,--,--,--,1-925-78912
ATTORNEY,"Victor North, LLC",,US,NA,Daniel Schindler,victornorth@donuts.co,--,--,--,--,--,--,1-1348-99321
AUCTION,"Sand Galley, LLC",,US,NA,Daniel Schindler,sandgalley@donuts.co,--,--,--,--,--,--,1-1347-98883
AUCTION,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-2943
AUDI,AUDI Aktiengesellschaft,http://www.audi.de,DE,EUR,Mr. Thomas Schell,thomas.schell@indeca.de,--,--,--,--,Yes,--,1-1079-59916
AUDIBLE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-37509
AUDIO,"Holly Castle, LLC",,US,NA,Daniel Schindler,hollycastle@donuts.co,--,--,--,--,--,--,1-1349-23181
AUDIO,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-89968
AUSPOST,Australian Postal Corporation,http://www.auspost.com.au,AU,AP,Mr. John Cameron Moore,john.moore@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2096-81155
AUTHOR,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-99563
AUTO,"Big Maple, LLC",,US,NA,Daniel Schindler,bigmaple@donuts.co,--,--,--,--,--,--,1-1351-20019
AUTO,"Fegistry, LLC",,US,NA,Jay Westerdal,jay@fegistry.com,--,--,--,--,--,--,1-1913-24731
AUTO,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-72019
AUTO,Dot Auto LLC,,US,NA,Ms. Tess Pattison-Wade,tess@cedarhillmusic.com,--,--,--,--,--,--,1-879-42119
AUTOINSURANCE,Allstate Fire and Casualty Insurance Company,,US,NA,Mr. Philip Lodico,lodico.al@fairwindspartners.com,--,--,--,--,--,--,1-1191-86372
AUTOS,"DERAutos, LLC",,US,NA,Guy R Friddell III,gfridelltld@dominionenterprises.com,--,--,--,--,--,--,1-909-92065
AVERY,AVERY DENNISON CORPORATION,http://www.averydennison.com,US,NA,Mr. Jannik Skou,avery@thomsentrampedach.com,--,--,--,--,--,--,1-1015-61446
AVIANCA,Aerovias del Continente Americano S.A. Avianca,http://www.avianca.com,CO,LAC,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-56131
AWS,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-68636
AXA,AXA SA,http://www.axa.com,FR,EUR,Mr. Christopher Niemi,cniemi3@markmonitor.com,--,--,--,--,--,--,1-1746-50891
AXIS,Saudi Telecom Company,http://www.stc.com.sa,SA,AP,Amy Repp,tas-amix-primary@centralnic.com,--,--,--,--,--,--,1-1934-72316
AZURE,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-27259
BABY,DotBaby Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotbaby@radixregistry.com,--,--,--,--,--,--,1-1054-95858
BABY,"Johnson & Johnson Services, Inc.",,US,NA,Joshua Bourne,bourne.jj@fairwindspartners.com,--,--,--,--,--,--,1-1156-50969
BABY,Compact Registry Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas32@famousfourmedia.com,--,--,--,--,--,--,1-1216-75929
BABY,"Auburn Beach, LLC",,US,NA,Daniel Schindler,auburnbeach@donuts.co,--,--,--,--,--,--,1-1352-18081
BABY,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-16218
BABY,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-8340
BAIDU,"Baidu, Inc.",http://www.baidu.com,CN,AP,Mr. Zhiyong Duan,duanzhiyong@baidu.com,--,--,--,--,--,--,1-2088-98525
BANAMEX,Citigroup Inc.,http://www.citigroup.com,US,NA,Mr. Brian Jay Winterfeldt,183690003-Citigroup-BJW@steptoe.com,--,--,--,--,--,--,1-2087-76555
BANANAREPUBLIC,"The Gap, Inc.",http://www.gap.com,US,NA,Mr. Philip Lodico,lodico.gp@fairwindspartners.com,--,--,--,--,--,--,1-925-89514
BAND,"Auburn Hollow, LLC",,US,NA,Daniel Schindler,auburnhollow@donuts.co,--,--,--,--,--,--,1-1350-42613
BAND,"Red Triangle, LLC",,US,NA,Mr. Erik Ludwick,erik@whatbox.co,--,--,--,--,--,--,1-856-54878
BANK,fTLD Registry Services LLC,,US,NA,Mr. Craig Scott Schwartz,craig.schwartz@fsround.org,--,--,--,--,Yes,--,1-1035-13873
BANK,Dotsecure Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotbank@radixregistry.com,--,--,--,--,--,--,1-1053-59307
BANQUE,GEXBAN SAS,http://www.gexban.net,FR,EUR,Bernard DUTREUIL,bdutreuil@gexban.net,--,--,--,--,--,--,1-1762-63932
BAR,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-43729
BAR,Punto 2012 Sociedad Anonima de Capital Variable,,MX,LAC,Amy Repp,tas-restbar-3-primary@centralnic.com,--,--,--,--,--,Yes,1-1870-98363
BARCELONA,Municipi de Barcelona,http://www.bcn.cat,ES,EUR,Jordi Iparraguirre Vilarrasa,ipa@josoc.cat,--,--,--,--,Yes,Yes,1-1820-71568
BARCLAYCARD,Barclays Bank PLC,http://www.barclays.com,GB,EUR,Mr. James Greenwood,james.greenwood@barclays.com,--,--,--,--,--,--,1-1291-89293
BARCLAYS,Barclays Bank PLC,http://www.barclays.com,GB,EUR,Mr. James Greenwood,james.greenwood@barclays.com,--,--,--,--,--,--,1-1291-38102
BAREFOOT,"Gallo Vineyards, Inc.",,US,NA,Michael Kenneth Keennon,Michael.Keennon@ngtld.webcentral.com.au,--,--,--,--,--,--,1-1856-86918
BARGAINS,"Half Hallow, LLC",,US,NA,Daniel Schindler,halfhallow@donuts.co,--,--,--,--,--,--,1-1354-34421
BASEBALL,"MLB Advanced Media DH, LLC",,US,NA,Joshua Bourne,Bourne.ML@fairwindspartners.com,--,--,--,--,--,--,1-1246-9615
BASEBALL,"Silver Pass, LLC",,US,NA,Daniel Schindler,silverpass@donuts.co,--,--,--,--,--,--,1-1353-23613
BASKETBALL,dot Basketball Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas16@famousfourmedia.com,--,--,--,--,--,--,1-1199-43437
BASKETBALL,"Little Hollow, LLC",,US,NA,Daniel Schindler,littlehollow@donuts.co,--,--,--,--,--,--,1-1355-53565
BASKETBALL,Fédération Internationale de Basketball (FIBA),www.fiba.com,CH,EUR,Antony Van Couvering,tas.minds.machines.3@gmail.com,--,--,--,--,--,--,1-994-9184
BAUHAUS,Werkhaus GmbH,,DE,EUR,Mr. Elmar Knipp,tas-p-bahag@knipp.de,--,--,--,--,--,--,1-1947-29466
BAYERN,Bayern Connect GmbH,http://www.bayernconnect.com,DE,EUR,Antony Van Couvering,tas.minds.machines.3@gmail.com,--,--,--,--,--,Yes,1-994-73142
BBB,"Council of Better Business Bureaus, Inc.",http://www.bbb.org,US,NA,Gretchen Olive,bbbnewgtlds@cscinfo.com,--,--,--,--,Yes,--,1-1974-73400
BBC,British Broadcasting Corporation,,GB,EUR,Mr. Tristram Biggs,Gtld_manager@bbc.co.uk,--,--,--,--,--,--,1-981-86291
BBT,BB&T Corporation,http://www.bbt.com/,US,NA,Christopher James Barry,cbarry@bbandt.com,--,--,--,--,--,--,1-1860-74210
BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",http://www.bbva.com,ES,EUR,Ms. Irene Rodriguez Alonso,i.alonso@grupobbva.com,--,--,--,--,--,--,1-1111-84953
BCG,"The Boston Consulting Group, Inc.",http://www.bcg.com,US,NA,Gretchen Olive,bcgnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1969-69205
BCN,Municipi de Barcelona,http://www.bcn.cat,ES,EUR,Jordi Iparraguirre Vilarrasa,ipa@josoc.cat,--,--,--,--,--,--,1-1820-23404
BEATS,"Beats Electronics, LLC",http://www.beatsbydre.com,US,NA,Mr. Scott Henry,shenry@beatsbydre.com,--,--,--,--,--,--,1-2048-47049
BEAUTY,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard Dias,Georges-Edouard.DIAS@loreal.com,--,--,--,--,--,--,1-1302-76087
BEAUTY,Romeo Corner,,US,NA,Daniel Schindler,romeocorner@donuts.co,--,--,--,--,--,--,1-1356-74155
BEAUTY,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-46801
BEER,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-52478
BEKNOWN,"Monster Worldwide, Inc.",http://www.about-monster.com,US,NA,Gretchen Olive,cscngtlds4@cscinfo.com,--,--,--,--,--,--,1-1800-89636
BENTLEY,Bentley Motors Limited,http://www.bentleymotors.com,GB,EUR,Mr. Andrew Douglas Stewart Lothian,a.lothian@demys.com,--,--,--,--,--,--,1-1096-37266
BERLIN,dotBERLIN GmbH & Co. KG,http://www.dotberlin.de,DE,EUR,Mr. Dirk Krischenowski,krischenowski@dotberlin.de,--,--,--,--,Yes,Yes,1-902-9993
BEST,BestTLD Pty Ltd,,AU,AP,Michael Rodenbaugh,besttld@rodenbaugh.com,--,--,--,--,--,--,1-1705-80521
BESTBUY,"BBY Solutions, Inc.",,US,NA,Joshua Bourne,bourne.bb@fairwindspartners.com,--,--,--,--,--,--,1-1908-53104
BET,dot Bet Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas18@famousfourmedia.com,--,--,--,--,--,--,1-1201-33931
BET,"Foggy Way, LLC",,US,NA,Daniel Schindler,foggyway@donuts.co,--,--,--,--,--,--,1-1359-21671
BET,LADBROKES INTERNATIONAL PLC,http://www.ladbrokesplc.com,GI,EUR,Joanne Elizabeth Johnson,tmapp.jej@ladbrokes.co.uk,--,--,--,--,--,--,1-2015-28690
BET,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-21199
BHARTI,Bharti Enterprises (Holding) Private Limited,http://bharti.com,IN,AP,Ms. Anubha Sharma,domains.admin@bharti.in,--,--,--,--,--,--,1-1287-43279
BIBLE,American Bible Society,www.americanbible.org,US,NA,Antony Van Couvering,tas.minds.machines.3@gmail.com,--,--,--,--,--,--,1-994-57975
BID,dot Bid Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas45@famousfourmedia.com,--,--,--,--,--,--,1-1227-16477
BIKE,"Grand Hollow, LLC",,US,NA,Daniel Schindler,grandhollow@donuts.co,--,--,--,--,--,--,1-1357-41903
BING,Microsoft Corporation,http://www.microsoft.com,US,NA,Ms. Cynthia Ruth Kern,tlddom@microsoft.com,--,--,--,--,--,--,1-1129-41416
BINGO,dot Bingo Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas24@famousfourmedia.com,--,--,--,--,--,--,1-1207-57645
BINGO,"Sand Cedar, LLC",,US,NA,Daniel Schindler,sandcedar@donuts.co,--,--,--,--,--,--,1-1360-70873
BIO,STARTING DOT,http://www.startingdot.com,FR,EUR,Mr. Godefroy Jordan,startingdot@jwgroupe.com,--,--,--,--,--,--,1-1000-94806
